Song,Artist,Genre Tags,Tag Source
Bottoms Up (feat. Nicki Minaj),"Trey Songz,Nicki Minaj","hip hop, rnb, Hip-Hop, 2010s, collaborations",track
Where Have You Been,Rihanna,"dance, pop, Rihanna, electronic, electropop",track
All I Want for Christmas Is You,Mariah Carey,"christmas, pop, xmas, Mariah Carey, female vocalists",track
Set Fire to the Rain,Adele,"soul, Adele, female vocalists, pop, british",track
Power Trip (feat. Miguel),"J. Cole,Miguel","miguel, j cole, 2013, hip hop, rnb",track
Yeah 3x,Chris Brown,"dance, Chris Brown, pop, rnb, male vocalists",track
I Won't Give Up,Jason Mraz,"pop, Love, indie, jason mraz, 10s",track
Stay,"Rihanna,Mikky Ekko","pop, rnb, Rihanna, Love, piano",track
How To Love,Lil Wayne,"Hip-Hop, Lil Wayne, hip hop, 2011, rap",track
Lucid Dreams,Juice WRLD,"MySpotigramBot, emo rap, hip hop, Hip-Hop, rap",track
I'm Not The Only One,Sam Smith,"soul, pop, melancholy, 2014, songs to kill yourself to",track
The Show Goes On,Lupe Fiasco,"Hip-Hop, alternative hip hop, rap, Lupe Fiasco, 2011",track
Coming Home,"Diddy - Dirty Money,Skylar Grey","Hip-Hop, rnb, 2010s, 2011, hip hop",track
Talking Body,Tove Lo,"pop, swedish, indie pop, love at first listen, 2015",track
All The Right Moves,OneRepublic,"alternative, pop, rock, great song, alternative rock",track
Nonstop,Drake,"MySpotigramBot, rap, trap, Drake, Hip-Hop",track
oui,Jeremih,"rnb, 2015, Hip-Hop, urban, american",track
CAN'T STOP THE FEELING! (from DreamWorks Animation's  TROLLS ),Justin Timberlake,"pop, rnb, dance, male vocalists, Hip-Hop",artist
It's Time,Imagine Dragons,"indie, alternative, indie rock, rock, pop",track
Just A Dream,Nelly,"Hip-Hop, Nelly, rnb, hip hop, 2010",track
7 Years,Lukas Graham,"Worst Song Ever, fucking horrible, pop, danish, soul",track
Till the World Ends,Britney Spears,"pop, dance, Britney Spears, electronic, female vocalists",track
Girls Like You (feat. Cardi B) - Cardi B Version,"Maroon 5,Cardi B","pop, cardi b, 2018, maroon 5, 2010s",track
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis,Wanz","hip hop, rap, Hip-Hop, FUCKING AWESOME, Thrift shop",track
Sugar,Maroon 5,"pop, katy perry birthday, katy perry, love at first listen, 10 of 10 stars",track
Only Girl (In The World),Rihanna,"pop, dance, Rihanna, female vocalists, electronic",track
Headlines,Drake,"rap, Hip-Hop, 2011, Drake, MySpotigramBot",track
My Nigga,"YG,Jeezy,Rich Homie Quan","rap, my nigga, dj mustard, Jeezy, rich homie quan",track
Work Out,J. Cole,"j cole, rap, hip hop, Hip-Hop, 2011",track
California Gurls,"Katy Perry,Snoop Dogg","pop, katy perry, female vocalists, summer, dance",track
Hey Baby (Drop It to the Floor) (feat. T-Pain),"Pitbull,T-Pain","dance, party, Pitbull, pop, male vocalists",track
Club Can't Handle Me (feat. David Guetta),"Flo Rida,David Guetta","dance, David Guetta, hip hop, party, 2010",track
Shape of You,Ed Sheeran,"pop, 2017, dancehall, dance, 2010s",track
Love Yourself,Justin Bieber,"pop, justin bieber, acoustic, love at first listen, Ed Sheeran",track
Locked out of Heaven,Bruno Mars,"pop, Bruno Mars, rnb, 2012, 10s",track
Unforgettable,"French Montana,Swae Lee","2017, hip hop, rap, rnb, dancehall",track
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky,Drake,2 Chainz,Kendrick Lamar","rap, pop rap, MySpotigramBot, hardcore hip hop, Hip-Hop",track
I Get the Bag (feat. Migos),"Gucci Mane,Migos","trap, 2017, MySpotigramBot, Hip-Hop, rap",track
Happy - From  Despicable Me 2 ,Pharrell Williams,"pop, happy, soul, Soundtrack, rnb",track
Wild Ones (feat. Sia),"Flo Rida,Sia","dance, pop, Hip-Hop, party, rap",track
Delicate,Taylor Swift,"pop, electropop, taylor swift, overrated, synthpop",track
Taste (feat. Offset),"Tyga,Offset","Hip-Hop, rap, trap, pop rap, 2010s",track
Carry Out (Featuring Justin Timberlake),"Timbaland,Justin Timberlake","Hip-Hop, Timbaland u Timberlake genial, rnb, Timbaland, dance",track
Mr. Know It All,Kelly Clarkson,"pop, female vocalists, pop rock, 2011, Kelly Clarkson",track
I Like It,"Enrique Iglesias,Pitbull","dance, pop, latin, I Like It, 2010",track
Better Now,Post Malone,"Hip-Hop, trap, rap, 2010s, cloud rap",track
Payphone,"Maroon 5,Wiz Khalifa","maroon 5, pop, payphone, male vocalists, 2012",track
Animals,Maroon 5,"pop, alternative, 2014, v, pop rock",track
Burn,Ellie Goulding,"pop, electronic, ellie goulding, Burn, 2013",track
Tonight (I'm Fuckin' You),"Enrique Iglesias,Ludacris,DJ Frank E","pop, dance, electronic, male vocalists, party",track
We Can't Stop,Miley Cyrus,"pop, Miley Cyrus, party, dance, Queen",track
Motivation,"Kelly Rowland,Lil Wayne","rnb, Kelly Rowland, Lil Wayne, pop, collaborations",track
Domino,Jessie J,"pop, dance, female vocalists, pop rock, domino",track
Come & Get It,Selena Gomez,"pop, dance, female vocalists, 2013, Selena Gomez",track
Na Na,Trey Songz,"hip hop, rnb, dance, 2014, slow",track
Scars To Your Beautiful,Alessia Cara,"pop, rnb, soul, <3, electropop",track
On The Floor - Radio Edit,"Jennifer Lopez,Pitbull","dance, pop, female vocalists, jennifer lopez, club",track
Starboy,"The Weeknd,Daft Punk","rnb, pop, MySpotigramBot, electronic, Daft Punk",track
Last Friday Night (T.G.I.F.),Katy Perry,"pop, dance, katy perry, female vocalists, fun",track
Mine,Taylor Swift,"country, pop, taylor swift, female vocalists, Love",track
See You Again (feat. Charlie Puth),"Wiz Khalifa,Charlie Puth","Hip-Hop, Soundtrack, piano, rap, 2015",track
E.T.,"Katy Perry,Kanye West","pop, katy perry, female vocalists, electronic, electropop",track
Better,Khalid,"rnb, pop, Hip-Hop, rap, trap",track
Say Something,"A Great Big World,Christina Aguilera","indie pop, indie, sad, pop, piano",track
As Long As You Love Me,"Justin Bieber,Big Sean","justin bieber, As Long As You Love Me, pop, rap, Hip-Hop",track
Same Old Love,Selena Gomez,"Same Old Love, pop, charli xcx, female vocalists, urban",track
Dirt Road Anthem,Jason Aldean,"country, Jason Aldean, Awesome Aldean, dirt road anthem, modern country",track
ZEZE (feat. Travis Scott & Offset),"Kodak Black,Offset,Travis Scott","MySpotigramBot, travis scott, chill, Love, night",track
Feel This Moment (feat. Christina Aguilera),"Pitbull,Christina Aguilera","dance, pop, DAMN THIS SONG IS AMAZING, rap, electro house",track
Time of Our Lives,"Pitbull,Ne-Yo","party, pop, 2015, Ne-Yo, Pitbull",track
God Gave Me You,Blake Shelton,"country, Blake Shelton, God Gave Me You, male vocalists, love at first listen",track
Love Somebody,Maroon 5,"pop, rock, 2010s, 10s, ryan tedder",track
Rolling in the Deep,Adele,"soul, Adele, female vocalists, pop, british",track
Wanted,Hunter Hayes,"country, Love, modern country, 2012, 10s",track
Down On Me,"Jeremih,50 Cent","dance, Hip-Hop, rap, hip hop, rnb",track
Firework,Katy Perry,"pop, katy perry, female vocalists, firework, dance",track
Teenage Dream,Katy Perry,"pop, katy perry, female vocalists, dance, teenage dream",track
Rather Be (feat. Jess Glynne),"Clean Bandit,Jess Glynne","electronic, House, pop, indie, 2014",track
Whataya Want from Me,Adam Lambert,"pop, rock, Adam lambert, American Idol, american",track
The Way,"Ariana Grande,Mac Miller","pop, Ariana, female vocalists, teen pop, mac miller",track
Beauty And A Beat,"Justin Bieber,Nicki Minaj","pop, dance, Hip-Hop, justin bieber, beauty and a beat",track
Locked Away (feat. Adam Levine),"R. City,Adam Levine","MySpotigramBot, -1001819731063",track
The One That Got Away,Katy Perry,"pop, katy perry, female vocalists, Love, relax",track
Die A Happy Man,Thomas Rhett,"country, 2015, Awesome, american, modern country",track
International Love (feat. Chris Brown),"Pitbull,Chris Brown","Hip-Hop, hip hop, pop, 2011, Pitbull",track
Never Be the Same,Camila Cabello,"pop, 2010s, camila, 2018, hino",track
Side To Side,"Ariana Grande,Nicki Minaj","pop, reggae, 2016, nicki minaj, rap",track
Post to Be (feat. Chris Brown & Jhene Aiko),"Omarion,Chris Brown,Jhené Aiko","jhene aiko, Chris Brown, r&b, rnb, sexy",track
24K Magic,Bruno Mars,"funk, pop, Disco, 2016, bomba",track
Broccoli,"DRAM,Lil Yachty","lil yachty, Hip-Hop, rap",track
Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor,John Legend","pop, love at first listen, female vocalists, John Legend, Title",track
Diamonds,Rihanna,"pop, Rihanna, diamonds, rnb, 2012",track
Daylight,Maroon 5,"pop, rock, maroon 5, pop rock, 10s",track
Gold,Kiiara,"electronic, electropop, glitch pop, rnb, trap",track
Cheap Thrills (feat. Sean Paul),"Sia,Sean Paul","unnecessary collaboration, i love cheap thrills, indie, 2010s, extensive vamping",track
Rude,MAGIC!,"pop, 2014, reggae, Canadian, 2010s",track
Secrets,OneRepublic,"alternative rock, rock, pop, OneRepublic, alternative",track
Worth It (feat. Kid Ink),"Fifth Harmony,Kid Ink","pop, love at first listen, talk dirty feelings, 2015, r&b",track
Whistle,Flo Rida,"Hip-Hop, Flo Rida, pop, 2012, dance",track
Love On The Brain,Rihanna,"soul, rnb, 2016, Rihanna, pop",track
Roar,Katy Perry,"pop, katy perry, roar, 2013, female vocalists",track
Bodak Yellow,Cardi B,"trap, rap, Hip-Hop, east coast hip hop, 2017",track
Let It Go - From  Frozen /Soundtrack Version,Idina Menzel,"Soundtrack, Disney, frozen, pop, the cold never bothered me anyway",track
Jealous,Nick Jonas,"pop, catchy, love at first listen, 2014, american",track
I Fall Apart,Post Malone,"Hip-Hop, rap, hip hop, soul, sad",track
Send My Love (To Your New Lover),Adele,"pop, soul, british, 2010s, max martin",track
Forget You,CeeLo Green,"fuck you, u, forget you, jazzysrnbpop, My Music Library",track
Trap Queen,Fetty Wap,"Hip-Hop, rap, Dope Shit, trap, hip hop",track
If I Die Young,The Band Perry,"country, the band perry, if I die young, new country, female vocalists",track
Grenade,Bruno Mars,"pop, Bruno Mars, rnb, male vocalists, Grenade",track
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown,Lil Wayne,Busta Rhymes","hip hop, rap, 2011, 2010s, collaborations",track
Rude Boy,Rihanna,"Rihanna, pop, rnb, female vocalists, dance",track
Bounce Back,Big Sean,"Hip-Hop, rap, 2010s, Hard, Love",track
Don't Wake Me Up,Chris Brown,"dance, pop, 2012, rnb, Chris Brown",track
Psycho,"Post Malone,Ty Dolla $ign","Hip-Hop, rap, post malone, trap, p",track
Stronger (What Doesn't Kill You),Kelly Clarkson,"pop, female vocalists, Kelly Clarkson, pop rock, dance",track
Wrecking Ball,Miley Cyrus,"pop, love at first listen, 2013, Ballad, Miley Cyrus",track
Good For You,"Selena Gomez,A$AP Rocky","pop, rnb, Selena Gomez, sexy, urban",track
Just the Way You Are,Bruno Mars,"pop, Bruno Mars, rnb, Love, 2010",track
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER,Pitbull","dance, rnb, electronic, party, male vocalists",track
Congratulations,"Post Malone,Quavo","MySpotigramBot, rap, trap, 2017, Hip-Hop",track
Brave,Sara Bareilles,"pop, female vocalists, singer-songwriter, inspirational, 2010s",track
Wide Awake,Katy Perry,"pop, katy perry, wide awake, love at first listen, female vocalists",track
It Ain’t Me (with Selena Gomez),"Kygo,Selena Gomez","Selena Gomez, tropical house, electronic, pop, dance",track
Bank Account,21 Savage,"MySpotigramBot, 21 savage, 2017, Hip-Hop, rap",track
Wildest Dreams,Taylor Swift,"pop, synthpop, love at first listen, max martin, dream pop",track
This Is How We Roll,"Florida Georgia Line,Luke Bryan","country, country pop, bro-country, pop, male vocalists",track
Shake It Off,Taylor Swift,"pop, haters gonna hate, 2014, taylor swift, love at first listen",track
One More Night,Maroon 5,"pop, maroon 5, rock, 2012, One more Night",track
Work,"Rihanna,Drake","dancehall, rnb, 2016, Drake, 2010s",track
I Knew You Were Trouble.,Taylor Swift,"pop, dubstep, country, countrystep, best of 2012",track
Just Can’t Get Enough,Black Eyed Peas,"pop, black eyed peas, Hip-Hop, hip hop, pop rap",track
Location,Khalid,"soul, rnb, alternative, Khalid, Hip-Hop",track
Ni**as In Paris,"JAY-Z,Kanye West","hip hop, rap, Hip-Hop, that shit cray, 10s",track
Gangnam Style (강남스타일),PSY,"k-pop, dance, pop, Korean, psy",track
I Don't Care (with Justin Bieber),"Ed Sheeran,Justin Bieber","pop, 2010s, dancehall, 2019, synthpop",track
Don't,Ed Sheeran,"pop, pop rock, 2014, soul, Ed Sheeran",track
Blow,Kesha,"pop, dance, electronic, kesha, love at first listen",track
rockstar (feat. 21 Savage),"Post Malone,21 Savage","trap, rap, Hip-Hop, cloud rap, 2017",track
Just A Kiss,Lady A,"country, lady antebellum, Love, pop, country pop",track
Not Over You,Gavin DeGraw,"pop, male vocalists, 2011, love at first listen, 2010s",track
Havana (feat. Young Thug),"Camila Cabello,Young Thug","pop, latin, 2010s, 2017, cuban",track
Show Me (feat. Chris Brown),"Kid Ink,Chris Brown","Hip-Hop, 2014, Chris Brown, hip hop, pop",track
Black and Yellow,Wiz Khalifa,"Hip-Hop, hip hop, rap, Black and Yellow, 2011",track
In My Feelings,Drake,"rap, 2018, bounce, 2010s, Hip-Hop",track
Trumpets,Jason Derulo,"2014, trumpet, top 40, r&b, rnb",track
Chandelier,Sia,"pop, best of 2014, Power ballad, australian, indie",track
Like A G6,"Far East Movement,The Cataracs,DEV","dance, party, electronic, like a G6, techno",track
Part Of Me,Katy Perry,"pop, katy perry, female vocalists, dance, 2012",track
Dark Horse,"Katy Perry,Juicy J","pop, dark horse, trap, r&b, katy perry",track
Shallow,"Lady Gaga,Bradley Cooper","Soundtrack, pop, country, Ballad, rock",track
You Make Me Feel... (feat. Sabi),"Cobra Starship,Sabi","dance, pop, electronic, party, alternative",track
Ridin' Solo,Jason Derulo,"pop, rnb, Jason Derulo, riding solo, dance",track
Just Like Fire (From the Original Motion Picture  Alice Through The Looking Glass ),P!nk,"pop, pop rock, female vocalists, rock, female",artist
Happier,"Marshmello,Bastille","bastille, electronic, love this, 2010s, eletronic",track
Work from Home (feat. Ty Dolla $ign),"Fifth Harmony,Ty Dolla $ign","pop, best of 2016, rnb, 2016, contemporary rnb",track
Don't Wanna Know (feat. Kendrick Lamar),"Maroon 5,Kendrick Lamar","pop, kendrick lamar, tropical house, rap, Hip-Hop",track
Baby,"Justin Bieber,Ludacris","justin bieber, pop, Love, baby, rnb",track
Can't Feel My Face,The Weeknd,"rnb, love at first listen, r&b, Disco, pop",track
When I Was Your Man,Bruno Mars,"pop, Bruno Mars, piano, american, Ballad",track
Cooler Than Me - Single Mix,"Mike Posner,Gigamesh","pop, dance, Mike posner, electropop, cooler than me",track
F**kin' Perfect,P!nk,"pop, female vocalists, pop rock, 2011, rock",track
LOVE. FEAT. ZACARI.,"Kendrick Lamar,Zacari","trap, zacari, hip hop, rnb, pop rap",track
Speechless,Dan + Shay,"2010s, country, vocal harmonies, Ballad, fallon",track
MIDDLE CHILD,J. Cole,"hip hop, rap, 2019, MySpotigramBot, trap",track
Trip,Ella Mai,"rnb, Hip-Hop, soul, british, urban",track
Animal,Neon Trees,"alternative, alternative rock, indie, rock, catchy",track
Applause,Lady Gaga,"pop, dance, artpop, electropop, applause",track
Let You Down,NF,"nf, pop, Hip-Hop, hip hop, rap",track
Live Like We're Dying,Kris Allen,"pop, male vocalists, rock, kris allen, American Idol",track
"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)","DJ Snake,Selena Gomez,Ozuna,Cardi B","dance, Reggaeton, Selena Gomez, cardi b, pop",track
Lights - Single Version,Ellie Goulding,"pop, electronic, female vocalists, british, dance",track
Say You Won't Let Go,James Arthur,"pop, british, 2010s, folk, UK",track
Billionaire (feat. Bruno Mars),"Travie McCoy,Bruno Mars","pop, summer, Bruno Mars, reggae, reggae fusion",track
Die Young,Kesha,"pop, dance, party, female vocalists, catchy",track
Home,Phillip Phillips,"folk, country, indie folk, acoustic, 10s",track
Stereo Hearts (feat. Adam Levine),"Gym Class Heroes,Adam Levine","Hip-Hop, pop, hip hop, adam levine, gym class heroes",track
Starships,Nicki Minaj,"pop, dance, nicki minaj, party, female vocalists",track
Stay,"Zedd,Alessia Cara","pop, 2010s, 2017, electronic, dance",track
Nice For What,Drake,"rap, Hip-Hop, 2018, bounce, Drake",track
Fake Love,Drake,"trap, Hip-Hop, hip hop, rap, hiphop",track
MIA (feat. Drake),"Bad Bunny,Drake","Hip-Hop, 2010s, Drake, bad bunny, spanish",track
I Wanna Go,Britney Spears,"pop, dance, Britney Spears, electronic, femme fatale",track
New Rules,Dua Lipa,"pop, dance, electropop, 2017, 2010s",track
Habits (Stay High),Tove Lo,"pop, best of 2014, indie pop, female vocalists, electropop",track
Black Widow,"Iggy Azalea,Rita Ora","Hip-Hop, pop, rap, rita ora, fav888",track
Mi Gente (feat. Beyoncé),"J Balvin,Willy William,Beyoncé","Reggaeton, beyonce, hit, moombahton, Willy William",track
Caroline,Aminé,"pop rap, Hip-Hop, american, pop, alternative",track
"Gone, Gone, Gone",Phillip Phillips,"folk, alternative rock, phillip phillips, pop, american",track
Attention,Charlie Puth,"pop, 2017, catchy, american, rnb",track
Without You (feat. Usher),"David Guetta,USHER","dance, David Guetta, pop, Usher, eletronic",track
Find Your Love,Drake,"Drake, rnb, Hip-Hop, r&b, find your love",track
Mercy,Shawn Mendes,"pop, instrumental, Canadian, melodic, loud",track
Waves - Robin Schulz Radio Edit,"Mr. Probz,Robin Schulz","2014, Hip-Hop, chillout, pop, chill",track
Want to Want Me,Jason Derulo,"pop, r&b, 2015, american, 2010s",track
"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg,Wiz Khalifa,Bruno Mars","MySpotigramBot, Hip-Hop, pop, rap, Love",track
"thank u, next",Ariana Grande,"pop, rnb, 2010s, 2018, pete fracassado",track
Say Aah (feat. Fabolous),"Trey Songz,Fabolous","rnb, 2010s, Fabolous, young yonny, soul",track
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,"electropop, pop, 2018, dance, dance-pop",track
That's What I Like,Bruno Mars,"funk, rnb, new jack swing, 2010s, 2016",track
